N	NI	D	RH	RM	RS	V	DG	DM	DS	VMAG
N	520	*	1	24	34.7	+	3	47	39	11.4
N	521	*	1	24	33.6	+	1	43	53	11.7
N	522	*	1	24	45.9	+	9	59	42	12.9
N	523	*	1	25	20.7	+	34	1	31	12.7
N	524	*	1	24	47.8	+	9	32	19	10.2
N	525	*	1	24	52.8	+	9	42	14	13.3
N	526		1	23	54.3	-	35	3	56	13.4
N	526	*	1	23	56.9	-	35	4	9	13.0
N	527	*	1	23	58.0	-	35	6	55	13.0
N	527		1	23	59.1	-	35	7	41	14.3
N	528	*	1	25	33.6	+	33	40	14	12.5
N	529	*	1	25	40.2	+	34	42	47	12.1
N	530	*	1	24	41.7	-	1	35	13	13.0
N	531	*	1	26	18.8	+	34	45	15	13.8
N	532	*	1	25	17.1	+	9	15	51	12.9
N	533	*	1	25	31.4	+	1	45	33	11.4
N	534	*	1	24	44.5	-	38	7	44	13.3
N	535	*	1	25	31.0	-	1	24	32	13.8
N	536	*	1	26	21.6	+	34	42	12	12.4
N	537	*	1	25	20.7	+	34	1	31	12.7
N	538	*	1	25	26.1	-	1	33	3	13.7
N	539	*	1	25	21.7	-	18	9	52	13.5
N	540	*	1	27	8.8	-	20	2	12	14.5
N	541	*	1	25	44.3	-	1	22	46	12.1
N	542	*	1	26	30.9	+	34	40	34	14.8
N	543	*	1	25	50.0	-	1	17	33	13.1
N	544	*	1	25	11.8	-	38	5	40	13.3
N	545	*	1	25	59.0	-	1	20	26	12.2
N	546	*	1	25	12.6	-	38	4	9	13.7
N	547	*	1	26	0.7	-	1	20	42	12.2
N	548	*	1	26	2.5	-	1	13	31	13.7
N	549	*	1	25	7.0	-	38	0	26	14.6
N	550	*	1	26	42.4	+	2	1	20	12.7
N	551	*	1	27	40.6	+	37	10	59	12.7
N	552	*	1	26	57.0	+	33	33	28	14.6
N	553	*	1	27	3.0	+	33	32	55	14.8
N	554	*	1	27	9.6	-	22	43	32	13.6
N	554		1	27	9.5	-	22	43	25	13.8
N	555	*	1	27	11.7	-	22	45	42	14.1
N	556	*	1	27	12.5	-	22	41	50	14.5
N	557	*	1	26	25.1	-	1	38	18	13.5
N	558	*	1	27	16.1	-	1	58	14	14.3
N	559	*	1	29	31.0	+	63	18	6	9.5
N	560	*	1	27	25.3	-	1	54	45	13.0
N	561	*	1	28	18.7	+	34	18	30	12.9
N	562	*	1	28	29.3	+	48	23	13	13.3
N	563	*	1	25	21.7	-	18	9	52	13.5
N	564	*	1	27	48.2	-	1	52	43	12.5
N	565	*	1	28	10.0	-	1	18	21	13.5
N	566	*	1	29	2.9	+	32	19	56	13.5
N	567	*	1	27	2.3	-	10	15	53	14.2
N	568	*	1	27	56.9	-	35	43	3	12.6
N	569	*	1	29	7.1	+	11	7	54	13.7
N	570	*	1	28	58.5	-	0	56	55	12.8
N	571	*	1	29	56.1	+	32	30	3	13.7
N	572	*	1	28	36.4	-	39	18	26	14.0
N	573	*	1	30	49.3	+	41	15	26	13.2
N	574	*	1	29	3.1	-	35	35	55	13.3
N	575	*	1	30	46.4	+	21	26	25	12.8
N	576	*	1	28	57.4	-	51	35	53	13.4
N	577	*	1	30	40.6	-	1	59	39	12.9
N	578	*	1	30	28.9	-	22	40	0	10.9
N	579	*	1	31	46.7	+	33	36	52	13.3
N	580	*	1	30	40.6	-	1	59	39	12.9
N	581	*	1	33	23.0	+	60	39	30	7.4
N	582	*	1	31	58.2	+	33	28	32	13.2
N	583	*	1	29	44.1	-	18	20	22	14.2
N	584	*	1	31	20.5	-	6	52	2	10.5
N	585	*	1	31	42.2	-	0	55	58	13.1
N	586	*	1	31	36.8	-	6	53	35	13.2
N	587	*	1	32	33.3	+	35	21	30	12.8
N	588	*	1	32	45.7	+	30	38	56	13.5
N	589	*	1	32	39.9	-	12	2	32	14.1
N	590	*	1	33	40.7	+	44	55	45	13.0
N	591	*	1	33	31.1	+	35	40	6	12.9
N	592	*	1	33	12.0	+	30	38	47	13.0
N	593	*	1	32	20.6	-	12	21	16	14.6
N	594	*	1	32	57.0	-	16	32	7	13.5
N	595	*	1	33	34.0	+	30	41	32	13.5
N	596	*	1	32	52.0	-	7	1	55	10.9
N	597	*	1	32	14.9	-	33	29	49	13.2
N	598	*	1	33	51.9	+	30	39	29	5.7
N	599	*	1	32	53.7	-	12	11	27	13.4
N	600	*	1	33	5.4	-	7	18	44	12.4
N	601	*	1	33	6.5	-	12	12	30	15.1
N	602	*	1	29	26.4	-	73	33	26	
N	603	*	1	34	44.2	+	30	13	57	
N	604	*	1	34	32.6	+	30	47	4	12.0
N	605	*	1	35	2.3	+	41	14	52	12.9
N	606	*	1	34	50.3	+	21	25	5	13.4
N	607	*	1	34	16.4	-	7	24	41	
N	608	*	1	35	28.1	+	33	39	23	13.3
N	609	*	1	36	23.7	+	64	32	12	11.0
N	610	*	1	33	33.0	-	20	8	38	
N	611	*	1	33	33.0	-	20	7	38	
N	612	*	1	33	57.7	-	36	29	35	12.9
N	613	*	1	34	18.4	-	29	25	7	10.1
N	614	*	1	35	52.2	+	33	40	55	12.7
N	615	*	1	35	5.7	-	7	20	25	11.6
N	616	*	1	36	4.2	+	33	46	15	
N	617	*	1	34	2.5	-	9	46	25	14.5
N	618	*	1	41	36.8	+	33	17	42	
N	619	*	1	34	51.7	-	36	29	22	13.3
N	620	*	1	36	59.6	+	42	19	22	12.9
N	621	*	1	36	48.9	+	35	30	45	12.7
N	622	*	1	36	0.1	+	0	39	49	12.9
N	623	*	1	35	6.5	-	36	29	24	12.5
N	624	*	1	35	51.2	-	10	0	11	13.3
N	625	*	1	35	4.4	-	41	26	15	11.2
N	626	*	1	35	11.9	-	39	8	46	12.7
N	627	*	1	42	37.0	+	33	34	44	
N	628	*	1	36	41.7	+	15	47	0	9.4
N	629	*	1	39	2.1	+	72	52	6	
N	630	*	1	35	36.6	-	39	21	28	11.9
N	631	*	1	36	47.0	+	5	50	9	13.3
N	632	*	1	37	17.5	+	5	52	38	12.4
N	633	*	1	36	23.3	-	37	19	15	12.8
N	634	*	1	38	18.6	+	35	21	53	13.0
N	635	*	1	38	17.9	-	22	55	44	14.6
N	636	*	1	39	6.5	-	7	30	44	11.5
N	637	*	1	43	3.0	+	64	2	12	8.2
N	638	*	1	39	37.8	+	7	14	14	13.8
N	639	*	1	38	59.1	-	29	55	30	14.1
N	640	*	1	39	24.9	-	9	24	4	14.4
N	641	*	1	38	39.0	-	42	31	39	12.1
N	642	*	1	39	6.2	-	29	54	55	12.3
N	643	*	1	35	0.7	-	75	33	24	
N	643		1	30	37.4	-	76	3	18	
N	643		1	39	13.4	-	75	0	41	13.5
N	643		1	41	48.9	-	75	16	3	15.0
N	644	*	1	38	52.8	-	42	35	8	14.0
N	645	*	1	40	8.8	+	5	43	34	12.6
N	646	*	1	37	21.1	-	64	53	43	13.5
N	646		1	37	30.0	-	64	53	45	15.0
N	647	*	1	39	56.1	-	9	14	31	13.4
N	648	*	1	38	39.8	-	17	49	52	14.4
N	649	*	1	40	7.5	-	9	16	18	14.3
N	650	*	1	42	18.1	+	51	34	17	10.1
N	651	*	1	42	22.0	+	51	34	50	10.1
N	652	*	1	40	43.2	+	7	59	0	13.7
N	653	*	1	42	25.6	+	35	38	19	13.5
N	654	*	1	43	59.4	+	61	52	58	6.5
N	655	*	1	41	55.1	-	13	4	57	14.0
N	656	*	1	42	27.3	+	26	8	36	12.4
N	657	*	1	43	29.8	+	55	52	30	
N	658	*	1	42	9.8	+	12	36	5	12.5
N	659	*	1	44	24.0	+	60	40	12	7.9
N	660	*	1	43	1.8	+	13	38	37	11.2
N	661	*	1	44	14.6	+	28	42	24	12.2
N	662	*	1	44	35.5	+	37	41	47	13.0
N	663	*	1	46	17.0	+	61	13	6	7.1
N	664	*	1	43	45.9	+	4	13	21	12.8
N	665	*	1	44	56.0	+	10	25	23	12.2
N	666	*	1	46	6.0	+	34	22	29	13.4
N	667	*	1	44	56.6	-	22	55	9	14.3
N	668	*	1	46	22.6	+	36	27	36	13.1
N	669	*	1	47	16.0	+	35	33	47	12.3
N	670	*	1	47	24.9	+	27	53	10	12.7
N	671	*	1	46	59.1	+	13	7	31	13.3
N	672	*	1	47	54.0	+	27	25	58	10.9
N	673	*	1	48	22.4	+	11	31	17	12.6
N	674	*	1	51	17.5	+	22	21	27	12.0
N	675	*	1	49	8.5	+	13	3	35	14.4
N	676	*	1	48	57.2	+	5	54	22	11.9
N	677	*	1	49	14.0	+	13	3	21	12.2
N	678	*	1	49	24.8	+	21	59	49	12.2
N	679	*	1	49	43.7	+	35	47	10	12.3
N	680	*	1	49	47.3	+	21	58	16	11.9
N	681	*	1	49	10.8	-	10	25	38	12.0
N	682	*	1	49	4.4	-	14	58	28	13.4
N	683	*	1	49	46.6	+	11	42	7	13.6
N	684	*	1	50	14.1	+	27	38	46	12.4
N	685	*	1	47	42.8	-	52	45	43	11.0
N	686	*	1	48	56.0	-	23	47	53	12.2
N	687	*	1	50	33.2	+	36	22	15	12.3
N	688	*	1	50	44.1	+	35	17	5	12.7
N	689	*	1	49	51.5	-	27	27	59	13.5
N	690	*	1	47	48.0	-	16	43	17	14.2
N	691	*	1	50	41.7	+	21	45	37	11.4
N	692	*	1	48	42.2	-	48	38	53	12.3
N	693	*	1	50	30.9	+	6	8	41	12.4
N	694	*	1	50	58.4	+	21	59	49	13.7
N	695	*	1	51	14.2	+	22	34	58	12.8
N	696	*	1	49	31.2	-	34	54	18	13.2
N	697	*	1	51	17.5	+	22	21	27	12.0
N	698	*	1	49	43.6	-	34	49	53	14.0
N	699	*	1	50	43.6	-	12	2	8	14.1
N	700	*	1	52	16.8	+	36	2	12	14.6
N	701	*	1	51	3.8	-	9	42	12	12.2
N	702	*	1	51	19.2	-	4	3	20	13.1
N	703	*	1	52	39.6	+	36	10	20	13.3
N	704	*	1	52	37.7	+	36	7	37	12.8
N	704		1	52	38.0	+	36	7	28	14.6
N	705	*	1	52	41.6	+	36	8	40	13.6
N	706	*	1	51	50.7	+	6	17	46	12.5
N	707	*	1	51	27.0	-	8	30	22	13.6
N	707		1	51	27.6	-	8	30	25	14.0
N	708	*	1	52	46.4	+	36	9	8	12.7
N	709	*	1	52	50.6	+	36	13	23	14.3
N	710	*	1	52	54.0	+	36	3	12	13.7
N	711	*	1	52	27.7	+	17	30	47	13.1
N	712	*	1	53	8.4	+	36	49	11	12.8
N	713	*	1	55	21.6	-	9	5	0	14.4
N	714	*	1	53	29.6	+	36	13	17	13.1
N	715	*	1	53	12.4	-	12	52	24	14.0
N	716	*	1	52	59.5	+	12	42	30	12.9
N	717	*	1	53	55.0	+	36	13	47	13.9
N	718	*	1	53	13.0	+	4	11	44	11.7
N	719	*	1	53	38.8	+	19	50	27	13.2
N	720	*	1	53	0.4	-	13	44	19	10.2
N	721	*	1	54	45.4	+	39	22	59	13.5
N	722	*	1	54	46.9	+	20	41	54	13.4
N	723	*	1	53	45.6	-	23	45	26	12.5
N	724	*	1	53	45.6	-	23	45	26	12.5
N	725	*	1	52	35.3	-	16	31	3	14.3
N	726	*	1	55	31.9	-	10	47	58	14.3
N	727	*	1	53	49.3	-	35	51	21	13.9
N	728	*	1	55	1.5	+	4	13	22	
N	729	*	1	53	49.3	-	35	51	21	13.9
N	730	*	1	55	18.0	+	5	38	9	
N	731	*	1	54	55.9	-	9	0	41	12.1
N	732	*	1	56	27.7	+	36	48	8	13.5
N	733	*	1	56	33.8	+	33	3	21	
N	734	*	1	53	28.7	-	16	59	44	14.6
N	735	*	1	56	38.2	+	34	10	39	13.3
N	736	*	1	56	41.0	+	33	2	40	12.1
N	737	*	1	56	40.8	+	33	2	59	
N	738	*	1	56	45.6	+	33	3	32	14.9
N	739	*	1	56	54.6	+	33	16	2	13.9
N	740	*	1	56	55.0	+	33	0	56	14.0
N	741	*	1	56	20.9	+	5	37	43	11.1
N	742	*	1	56	24.1	+	5	37	33	14.3
N	743	*	1	58	37.0	+	60	10	0	
N	744	*	1	58	33.0	+	55	28	24	7.9
N	745	*	1	54	7.8	-	56	41	37	12.5
N	745		1	54	11.4	-	56	41	7	14.0
N	745		1	54	7.7	-	56	41	15	15.0
N	746	*	1	57	51.0	+	44	55	6	12.9
N	747	*	1	57	30.4	-	9	27	46	13.7
N	748	*	1	56	21.8	-	4	28	2	12.6
N	749	*	1	55	40.9	-	29	55	20	12.2
N	750	*	1	57	32.6	+	33	12	35	11.9
N	751	*	1	57	33.1	+	33	12	9	12.5
N	752	*	1	57	35.0	+	37	50	0	5.7
N	753	*	1	57	42.4	+	35	54	57	12.3
N	754	*	1	54	20.8	-	56	45	40	14.2
N	755	*	1	56	22.6	-	9	3	45	12.6
N	756	*	1	54	29.0	-	16	42	27	14.5
N	757	*	1	54	55.9	-	9	0	41	12.1
N	758	*	1	55	42.1	-	3	3	58	14.4
N	759	*	1	57	50.3	+	36	20	35	12.7
N	760	*	1	57	47.3	+	33	21	19	
N	761	*	1	57	49.6	+	33	22	35	13.5
N	762	*	1	56	57.9	-	5	24	8	13.0
N	763	*	1	56	22.6	-	9	3	45	12.6
N	764	*	1	57	3.3	-	16	3	41	
N	765	*	1	58	48.1	+	24	53	32	12.8
N	766	*	1	58	42.0	+	8	20	50	12.7
N	767	*	1	58	50.8	-	9	35	14	14.5
N	768	*	1	58	40.8	+	0	31	44	13.2
N	769	*	1	59	35.8	+	30	54	35	12.9
N	770	*	1	59	13.5	+	18	57	18	12.8
N	771	*	2	3	26.0	+	72	25	19	
N	772	*	1	59	19.5	+	19	0	27	10.3
N	773	*	1	58	51.9	-	11	30	55	13.1
N	774	*	1	59	34.7	+	14	0	30	13.0
N	775	*	1	58	32.5	-	26	17	38	12.6
N	776	*	1	59	54.6	+	23	38	39	12.4
N	777	*	2	0	14.8	+	31	25	47	11.5
N	778	*	2	0	19.4	+	31	18	47	13.2
N	779	*	1	59	42.6	-	5	57	51	11.2
N	780	*	2	0	35.1	+	28	13	33	13.8
N	781	*	2	0	8.8	+	12	39	20	13.1
N	782	*	1	57	40.1	-	57	47	27	11.9
N	783	*	2	1	6.6	+	31	52	55	12.2
N	784	*	2	1	17.1	+	28	50	17	11.7
N	785	*	2	1	40.0	+	31	49	36	13.0
N	786	*	2	1	24.6	+	15	38	46	13.4
N	787	*	2	0	48.6	-	9	0	9	12.9
N	788	*	2	1	6.4	-	6	48	56	12.1
N	789	*	2	2	26.0	+	32	4	20	13.5
N	790	*	2	1	21.6	-	5	22	14	13.0
N	791	*	2	1	44.2	+	8	29	59	13.3
N	792	*	2	2	15.3	+	15	42	44	13.1
N	793	*	2	2	54.5	+	31	58	53	
N	794	*	2	2	29.4	+	18	22	22	12.7
N	795	*	1	59	49.3	-	55	49	28	13.2
N	796	*	1	56	43.8	-	74	13	12	
N	797	*	2	3	27.9	+	38	7	3	12.7
N	798	*	2	3	19.6	+	32	4	39	13.5
N	799	*	2	2	12.2	-	0	6	1	13.4
N	800	*	2	2	11.8	-	0	7	51	13.1
N	801	*	2	3	44.9	+	38	15	34	13.1
N	802	*	1	59	6.1	-	67	52	13	13.2
N	803	*	2	3	44.8	+	16	1	52	12.6
N	804	*	2	4	2.2	+	30	49	57	13.7
N	805	*	2	4	29.5	+	28	48	46	13.5
N	806	*	2	3	31.2	-	9	55	58	13.9
N	806		2	3	32.4	-	9	55	46	14.7
N	807	*	2	4	55.5	+	28	59	16	12.5
N	808	*	2	3	56.5	-	23	18	44	13.5
N	809	*	2	4	18.9	-	8	44	6	13.8
N	810	*	2	5	28.6	+	13	15	4	13.9
N	810		2	5	29.4	+	13	15	4	15.5
N	811	*	2	4	30.0	-	9	6	21	14.3
N	812	*	2	6	51.7	+	44	34	21	11.3
N	813	*	2	1	36.1	-	68	26	21	12.8
N	814	*	2	10	37.6	-	15	46	24	13.8
N	815	*	2	10	39.4	-	15	48	46	15.5
N	816	*	2	8	8.8	+	29	15	23	14.3
N	817	*	2	7	33.6	+	17	12	7	13.3
N	818	*	2	8	44.4	+	38	46	38	12.5
N	819	*	2	8	34.5	+	29	14	5	13.5
N	820	*	2	8	24.9	+	14	20	59	12.8
N	821	*	2	8	21.0	+	10	59	39	10.7
N	822	*	2	6	39.2	-	41	9	25	13.2
N	823	*	2	7	20.0	-	25	26	30	12.8
N	824	*	2	6	53.2	-	36	27	12	13.1
N	825	*	2	8	32.4	+	6	19	24	13.2
N	826	*	2	9	25.1	+	30	44	22	13.9
N	826		2	9	24.8	+	30	44	37	15.2
N	827	*	2	8	56.3	+	7	58	18	12.8
N	828	*	2	10	9.5	+	39	11	28	12.3
N	829	*	2	8	42.2	-	7	47	25	13.5
N	830	*	2	8	58.7	-	7	46	3	13.3
N	831	*	2	9	34.5	+	6	5	48	14.5
N	832	*	2	11	0.7	+	35	32	30	
N	833	*	2	9	20.8	-	10	7	58	12.7
N	834	*	2	11	1.2	+	37	39	58	13.1
N	835	*	2	9	24.6	-	10	8	7	12.1
N	836	*	2	10	24.8	-	22	3	18	13.4
N	837	*	2	10	16.1	-	22	25	53	14.0
N	838	*	2	9	38.4	-	10	8	45	13.0
N	839	*	2	9	42.9	-	10	11	0	13.1
N	840	*	2	10	16.1	+	7	50	45	13.4
N	841	*	2	11	17.4	+	37	29	51	12.6
N	842	*	2	9	50.7	-	7	45	45	12.7
N	843	*	2	11	8.2	+	32	5	54	
N	844	*	2	10	14.3	+	6	3	0	14.1
N	845	*	2	12	19.7	+	37	28	39	13.5
N	846	*	2	12	12.1	+	44	34	5	12.1
N	847	*	2	12	12.1	+	44	34	5	12.1
N	848	*	2	10	17.4	-	10	19	14	13.0
N	849	*	2	10	11.2	-	22	19	23	14.3
N	850	*	2	11	13.5	-	1	29	6	12.9
N	851	*	2	11	12.2	+	3	46	47	13.5
N	852	*	2	8	55.2	-	56	44	12	13.4
N	853	*	2	11	41.0	-	9	18	19	12.8
N	854	*	2	11	30.6	-	35	50	8	12.9
N	855	*	2	14	3.7	+	27	52	40	12.6
N	856	*	2	13	38.4	-	0	43	0	13.2
N	857	*	2	12	37.0	-	31	56	40	12.7
N	858	*	2	12	30.2	-	22	28	17	13.7
N	858		2	12	33.7	-	22	28	10	15.7
N	859	*	2	13	38.4	-	0	43	0	13.2
N	860	*	2	15	0.1	+	30	46	46	14.3
N	861	*	2	15	51.1	+	35	54	50	13.8
N	862	*	2	13	2.8	-	42	2	1	11.8
N	863	*	2	14	33.5	-	0	45	58	12.9
N	864	*	2	15	27.5	+	6	0	7	10.9
N	865	*	2	16	15.1	+	28	36	3	13.2
N	866	*	2	14	33.5	-	0	45	58	12.9
N	867	*	2	17	4.8	+	1	14	41	12.9
N	868	*	2	15	58.5	-	0	42	46	13.9
N	869	*	2	19	4.0	+	57	8	6	5.3
N	870	*	2	17	9.1	+	14	31	22	15.5
N	871	*	2	17	10.6	+	14	32	51	13.6
N	872	*	2	15	25.2	-	17	46	55	13.7
N	873	*	2	16	32.3	-	11	20	55	12.6
N	874	*	2	16	2.1	-	23	18	21	14.2
N	875	*	2	17	4.8	+	1	14	41	12.9
N	876	*	2	17	53.2	+	14	31	16	14.7
N	877	*	2	17	59.7	+	14	32	38	11.9
N	878	*	2	17	54.2	-	23	23	4	13.8
N	879	*	2	16	51.3	-	8	57	49	14.7
N	880	*	2	18	27.2	-	4	12	19	14.6
N	881	*	2	18	45.3	-	6	38	22	12.4
N	882	*	2	19	39.8	+	15	48	53	13.6
N	883	*	2	19	5.2	-	6	47	26	12.6
N	884	*	2	22	5.0	+	57	7	48	6.1
N	885	*	2	14	33.5	-	0	45	58	12.9
N	886	*	2	23	28.1	+	63	46	16	
N	887	*	2	19	32.6	-	16	4	9	12.7
N	888	*	2	17	27.1	-	59	51	38	13.0
N	889	*	2	19	6.8	-	41	44	57	13.3
N	890	*	2	22	1.0	+	33	15	59	11.2
N	891	*	2	22	33.0	+	42	20	50	9.9
N	892	*	2	20	52.0	-	23	6	49	14.7
N	893	*	2	19	58.1	-	41	24	10	12.7
N	894	*	2	21	34.5	-	5	30	35	
N	895	*	2	21	36.5	-	5	31	16	11.7
N	896	*	2	25	27.8	+	62	1	10	
N	897	*	2	21	6.4	-	33	43	15	11.8
N	898	*	2	23	20.2	+	41	57	6	12.9
N	899	*	2	21	53.1	-	20	49	23	12.5
N	900	*	2	23	32.1	+	26	30	43	13.7
N	901	*	2	23	34.0	+	26	33	24	14.8
N	902	*	2	22	21.8	-	16	40	44	14.0
N	903	*	2	24	0.8	+	27	21	25	15.7
N	904	*	2	24	5.5	+	27	20	35	13.6
N	905	*	2	22	43.5	-	8	43	7	15.1
N	906	*	2	25	16.2	+	42	5	25	12.9
N	907	*	2	23	1.7	-	20	42	41	12.6
N	908	*	2	23	4.6	-	21	14	0	10.2
N	909	*	2	25	22.7	+	42	2	10	13.7
N	910	*	2	25	26.8	+	41	49	27	12.2
N	911	*	2	25	42.4	+	41	57	24	12.7
N	912	*	2	25	42.7	+	41	46	41	14.1
N	913	*	2	25	44.8	+	41	47	57	15.0
N	914	*	2	26	5.1	+	42	8	41	13.0
N	915	*	2	25	45.5	+	27	13	18	14.2
N	916	*	2	25	47.6	+	27	14	35	15.3
N	917	*	2	26	7.7	+	31	54	44	13.3
N	918	*	2	25	50.8	+	18	29	45	12.2
N	919	*	2	26	16.6	+	27	12	41	14.5
N	920	*	2	28	45.8	+	45	58	16	13.7
N	921	*	2	26	33.5	-	15	50	51	14.3
N	922	*	2	25	3.5	-	24	47	21	12.1
N	923	*	2	27	34.6	+	41	58	41	13.7
N	924	*	2	26	46.7	+	20	29	50	12.4
N	925	*	2	27	16.8	+	33	34	44	10.1
N	926	*	2	26	6.6	-	0	19	57	13.3
N	927	*	2	26	37.3	+	12	9	19	13.4
N	928	*	2	27	40.8	+	27	13	15	14.0
N	929	*	2	27	18.1	-	12	5	14	14.2
N	930	*	2	27	56.7	+	20	20	33	14.5
N	931	*	2	28	14.5	+	31	18	40	12.8
N	932	*	2	27	54.6	+	20	19	59	12.4
N	933	*	2	29	17.4	+	45	54	43	13.9
N	934	*	2	27	32.9	-	0	14	39	13.1
N	935	*	2	28	11.2	+	19	35	57	12.9
N	936	*	2	27	37.5	-	1	9	23	10.2
N	937	*	2	29	28.1	+	42	14	59	14.2
N	938	*	2	28	33.5	+	20	17	2	12.4
N	939	*	2	26	21.4	-	44	26	47	13.0
N	940	*	2	29	27.4	+	31	38	29	12.4
N	941	*	2	28	27.8	-	1	9	4	12.4
N	942	*	2	29	10.2	-	10	50	8	13.0
N	943	*	2	29	9.5	-	10	49	41	12.9
N	944	*	2	26	41.6	-	14	30	57	14.0
N	945	*	2	28	37.2	-	10	32	20	12.1
N	946	*	2	30	38.4	+	42	13	59	13.2
N	947	*	2	28	33.3	-	19	2	32	12.6
N	948	*	2	28	45.4	-	10	30	50	13.7
N	949	*	2	30	48.8	+	37	8	9	11.8
N	950	*	2	29	11.6	-	11	1	30	13.8
N	951	*	2	28	56.9	-	22	20	57	14.6
N	952	*	2	29	27.4	+	31	38	29	12.4
N	953	*	2	31	9.8	+	29	35	20	13.5
N	954	*	2	28	51.6	-	41	24	9	12.8
N	955	*	2	30	33.1	-	1	6	30	12.0
N	956	*	2	32	14.9	+	44	38	48	
N	957	*	2	33	21.0	+	57	33	36	7.6
N	958	*	2	30	42.5	-	2	56	27	12.2
N	959	*	2	32	24.0	+	35	29	42	12.4
N	960	*	2	31	41.3	-	9	18	1	14.2
N	961	*	2	41	2.2	-	6	56	8	12.8
N	962	*	2	32	39.9	+	28	4	15	12.9
N	963	*	2	30	31.1	-	4	12	56	13.7
N	964	*	2	31	5.7	-	36	2	5	12.4
N	965	*	2	32	25.1	-	18	38	25	14.1
N	966	*	2	31	47.1	-	19	52	54	13.2
N	967	*	2	32	12.8	-	17	12	59	12.5
N	968	*	2	34	6.1	+	34	28	50	12.2
N	969	*	2	34	8.0	+	32	56	47	12.3
N	970	*	2	34	11.7	+	32	58	35	14.8
N	971	*	2	34	15.7	+	32	58	45	
N	972	*	2	34	13.3	+	29	18	37	11.4
N	973	*	2	34	20.1	+	32	30	20	12.8
N	974	*	2	34	25.7	+	32	57	18	12.8
N	975	*	2	33	22.7	+	9	36	7	13.1
N	976	*	2	33	59.9	+	20	58	38	12.4
N	977	*	2	33	3.4	-	10	45	34	13.5
N	978	*	2	34	47.0	+	32	50	42	12.2
N	978		2	34	47.0	+	32	50	42	12.2
N	978		2	34	48.1	+	32	50	33	14.5
N	979	*	2	31	38.7	-	44	31	27	12.7
N	980	*	2	35	18.5	+	40	55	37	13.0
N	981	*	2	32	59.8	-	10	58	25	13.9
N	982	*	2	35	24.8	+	40	52	10	12.5
N	983	*	2	38	55.7	+	34	37	19	13.2
N	984	*	2	34	43.0	+	23	24	49	12.8
N	985	*	2	34	37.4	-	8	47	6	13.4
N	986	*	2	33	34.1	-	39	2	45	10.9
N	986		2	32	42.0	-	39	17	43	14.0
N	987	*	2	36	49.5	+	33	19	38	12.4
N	988	*	2	35	27.3	-	9	21	18	11.0
N	989	*	2	33	46.0	-	16	30	41	14.0
N	990	*	2	36	18.1	+	11	38	32	12.5
N	991	*	2	35	32.6	-	7	9	18	11.7
N	992	*	2	37	25.5	+	21	6	1	12.8
N	993	*	2	36	46.0	+	2	3	1	13.6
N	994	*	2	36	46.0	+	2	3	1	13.6
N	995	*	2	38	31.9	+	41	31	44	13.4
N	996	*	2	38	39.6	+	41	38	50	13.0
N	997	*	2	37	14.4	+	7	18	22	13.4
N	998	*	2	37	16.5	+	7	20	9	14.7
N	999	*	2	38	47.4	+	41	40	16	13.5
N	1000	*	2	38	49.7	+	41	27	37	14.6
N	1001	*	2	39	12.6	+	41	40	18	14.8
N	1002	*	2	38	55.7	+	34	37	19	13.2
N	1003	*	2	39	16.6	+	40	52	22	11.5
N	1004	*	2	37	41.7	+	1	58	32	12.7
N	1005	*	2	39	27.6	+	41	29	36	13.8
N	1006	*	2	37	34.8	-	11	1	31	14.1
N	1007	*	2	37	52.2	+	2	9	20	15.5
N	1008	*	2	37	55.2	+	2	4	49	13.6
N	1009	*	2	38	18.9	+	2	18	36	14.4
N	1010	*	2	37	34.8	-	11	1	31	14.1
N	1011	*	2	37	38.8	-	11	0	18	14.3
N	1012	*	2	39	14.7	+	30	9	5	12.0
N	1013	*	2	37	50.4	-	11	30	24	14.0
N	1014	*	2	38	0.8	-	9	34	19	
N	1015	*	2	38	11.6	-	1	19	6	12.1
N	1016	*	2	38	19.6	+	2	7	9	11.6
N	1017	*	2	37	49.9	-	11	0	38	14.4
N	1018	*	2	38	10.3	-	9	32	39	14.8
N	1019	*	2	38	27.4	+	1	54	29	13.5
N	1020	*	2	38	44.3	+	2	13	52	14.1
N	1021	*	2	38	47.9	+	2	13	2	14.2
N	1022	*	2	38	32.5	-	6	40	39	11.3
N	1023	*	2	40	24.1	+	39	3	48	9.4
N	1023		2	40	36.9	+	39	3	37	13.6
N	1024	*	2	39	11.8	+	10	50	52	12.1
N	1025	*	2	36	19.9	-	54	51	49	13.1
N	1026	*	2	39	19.2	+	6	32	40	12.6
N	1027	*	2	42	36.0	+	61	35	42	6.7
N	1028	*	2	39	37.1	+	10	50	36	14.8
N	1029	*	2	39	36.4	+	10	47	36	13.2
N	1030	*	2	39	50.5	+	18	1	26	13.3
N	1031	*	2	36	38.6	-	54	51	32	12.5
N	1032	*	2	39	23.6	+	1	5	38	11.6
N	1033	*	2	40	16.1	-	8	46	35	13.8
N	1034	*	2	38	13.9	-	15	48	33	14.0
N	1035	*	2	39	29.0	-	8	7	57	12.2
N	1036	*	2	40	29.0	+	19	17	49	13.2
N	1037	*	2	39	58.3	-	1	44	3	
N	1038	*	2	40	6.3	+	1	30	34	13.4
N	1039	*	2	42	5.0	+	42	45	42	5.2
N	1040	*	2	43	12.5	+	41	30	1	12.9
